landuse,lithology,DTM（DEM）,slope,curvature,aspect,NDVI,SPI,TWI,dis2road,dis2drainage,dis2catchment,dis2faults,InSAR_dv,X,Y,label
2,3,82,14.16259956,46.29099655,143.1300049,7516,1.331089973,4.085010052,58.26474088,375.9065149,4659.085961,2547.347003,-3.02008009,818355.7195,808919.1344,3.02008009
2,2,8,0.000001,67.67762756,-1,1962,1,2.2,19.59763083,400.7910841,1066.256004,1318.163415,-9.899020195,834683.565,815583.5674,9.899020195
2,3,178,22.14349937,66.7339325,299.7449951,7609,0.710353017,2.508519888,15.31070807,88.4704317,1905.495805,65.89249468,-2.4479599,831732.3778,815344.6686,2.4479599
3,1,22,31.20400047,65.73908234,180,7961,1.108100057,2.110780001,55.59765337,15.14940184,2010.116489,2226.034521,-2.894040108,836361.3247,836233.8823,2.894040108
2,3,111,40.97230148,52.0134697,305.5379944,6744,1.121809959,1.403920054,50.91272879,171.5274997,45.92361173,175.895446,-3.092040062,816464.4099,827129.5203,3.092040062
2,3,121,26.37439919,14.04622173,14.74359989,6080,0.907950997,2.310930014,70.19897137,53.9081647,3899.921194,932.2722134,-4.955150127,812232.6332,826002.8673,4.955150127
2,3,196,24.95459938,67.31974792,220.6009979,7850,0.497882009,2.027849913,66.83865728,147.5918318,552.5990974,1569.68824,-2.640209913,832265.7788,813763.5155,2.640209913
3,3,349,36.8504982,63.48311234,135,6545,1,2.2,162.868847,205.3250299,52.21021993,408.8923024,-4.410870075,807748.7769,812252.695,4.410870075
2,3,166,21.75440025,16.20695305,124.6949997,6829,0.344191015,2.181540012,34.0263293,586.1335955,5703.732095,728.786056,-6.063280106,832051.7488,806915.518,6.063280106
3,3,22,29.43540001,59.27362061,259.6950073,5827,1.037240028,2.181629896,13.87507572,54.04575019,3684.71623,513.8172269,-6.983850002,822067.033,820916.6896,6.983850002
2,3,101,12.72049999,22.34630775,63.43489838,6219,0.81419301,3.790980101,183.7616021,909.6432802,5704.156136,426.0113305,-2.970849991,832381.1557,806855.9866,2.970849991
2,3,76,14.56400013,20.31676483,240.9450073,7683,2.399960041,5.095580101,93.74269082,336.3829908,4978.120236,2175.825697,-6.013249874,819252.4824,809828.809,6.013249874
2,1,179,37.61040115,35.22971725,148.3930054,6729,1.348580003,1.870290041,255.1801043,286.2685918,2829.170278,229.0951926,-6.460649967,837794.1478,829323.8137,6.460649967
2,3,75,18.60810089,21.28118706,192.9949951,7416,1.61947,3.796629906,19.81257964,1889.574373,6420.577403,458.4856989,-2.320410013,821122.5753,812989.0092,2.320410013
2,3,59,27.78619957,23.37448502,196.6990051,5814,0.622183025,1.903550029,144.2198804,164.1101347,4170.23562,516.4734466,-6.464920044,812087.112,830375.1156,6.464920044
2,3,84,15.93420029,38.58411026,225,7649,0.00936407,2.516360044,644.1378379,884.9863067,1824.379763,760.3737819,-5.610000134,801908.3653,810475.0264,5.610000134
2,1,142,28.63220024,35.88426208,146.3099976,7061,1.004209995,2.214669943,26.77611269,224.0828916,5844.921488,2089.869505,-6.945960045,858148.3396,832308.7012,6.945960045
2,3,51,5.764319897,23.1331749,270,2706,-0.683719993,3.90260005,26.05629913,2077.33508,4894.054064,2268.189118,-7.985869884,848773.7739,813926.8843,7.985869884
3,3,149,22.59679985,44.0627594,75.96379852,7428,1.425979972,3.17918992,66.2033644,358.1486983,1494.329664,1039.286928,-3.401690006,835853.1299,810956.2857,3.401690006
3,3,55,31.42350006,22.23364258,51.70980072,3279,1.116719961,2.102149963,74.83999932,668.6222375,2743.733297,653.6542542,-7.109370232,841759.9358,818038.5006,7.109370232
2,1,120,10.11779976,14.72901058,225,6724,2.247459888,5.694369793,169.299591,285.1924489,539.046331,251.1040538,-5.045889854,848530.2538,832226.2987,5.045889854
1,1,132,28.63330078,46.54612732,123.6900024,7866,0.657675028,1.868049979,106.883866,405.9488874,6278.663222,4919.823046,-2.906709909,817123.8841,805849.5929,2.906709909
2,1,61,7.333000183,17.17291069,281.3099976,7670,1,2.2,93.18220891,1036.162681,1025.969187,593.8504207,-6.513949871,845849.37,825809.5577,6.513949871
2,3,71,34.17839813,26.78061295,228.0130005,6645,0.875800014,1.64993,85.04369733,491.0937697,8441.954629,193.2204943,-6.383299828,831511.8122,842263.1146,6.383299828
2,3,143,18.60960007,29.08846092,347.0050049,7935,0.520945013,2.697930098,69.18464058,809.2278986,5657.22104,347.119197,-4.087689877,847763.4036,817594.1228,4.087689877
1,3,126,42.10279846,11.11231804,144.0899963,8140,1.161560059,1.364169955,30.73444013,2705.389566,4656.339352,375.7908157,-3.320139885,834083.7529,807586.2381,3.320139885
2,3,24,16.84720039,71.53679657,180,8187,1.107959986,3.497210026,60.48908051,1877.10279,4387.159804,3392.553136,-2.572269917,844408.9875,819252.6234,2.572269917
2,1,11,6.439529896,35.97913361,116.5650024,4000,-0.918684006,3.444410086,23.21611919,1783.053439,8201.848161,1508.066103,-6.507090092,822139.4152,815943.0969,6.507090092
2,3,58,18.7057991,55.65229797,116.5650024,7712,2.472389936,4.638299942,71.38232796,694.5697629,605.1215522,262.4833055,-4.1364398,842633.4578,814896.318,4.1364398
2,3,171,41.46709824,24.80007172,181.6369934,8001,1.485800028,1.733070016,45.47681871,214.686393,6877.935842,143.7135429,-5.059999943,849624.9843,817246.7944,5.059999943
3,3,31,15.93470001,4.91415453,225,4453,0.355971009,2.862910032,61.40250932,275.6671596,195.2878095,264.2455707,-2.778510094,833520.8231,812281.8509,2.778510094
3,1,25,6.439519882,5.882291794,116.5650024,7987,0.467608005,4.830709934,84.38222055,719.1554285,1611.852712,1759.053613,-9.63269043,838381.4578,835023.485,9.63269043
2,3,40,10.11859989,36.5757637,261.8699951,7259,-0.113939002,3.332809925,42.86027416,6.845330592,15.03107617,110.5405301,-3.96281004,819547.5551,826975.0737,3.96281004
2,2,14,45.16220093,63.16204453,162.473999,3005,1.615100026,1.603780031,9.215737268,593.6832545,3676.144746,1018.309297,-2.682749987,818071.8211,813884.2622,2.682749987
1,3,254,27.78829956,8.040119171,163.3009949,6826,0.96884203,2.250030041,36.9124502,116.0122882,840.5240455,844.8928042,-3.680190086,838757.3042,815833.2095,3.680190086
1,3,57,47.34429932,24.18634605,181.3320007,7195,1.691359997,1.527519941,49.53251154,670.5786075,3415.752558,1981.499366,-2.942209959,816313.1321,808707.4673,2.942209959
3,3,68,12.24810028,21.39439583,144.4620056,6194,3.819649935,6.874559879,43.16947028,75.80566426,1368.339769,351.5937831,-8.701210022,817788.8943,831102.7213,8.701210022
2,3,117,23.4708004,23.99412727,54.46229935,7633,0.428627998,2.097100019,63.85539728,60.91467615,1997.40443,2.810737804,-3.576950073,832534.5892,815873.2956,3.576950073
2,3,90,8.124679565,4.183653355,225,6511,-0.337148994,3.556020021,112.451743,202.8145249,117.820481,243.1373311,-2.451859951,842298.6369,823377.773,2.451859951
2,3,360,26.37330055,14.22894859,255.2559967,7446,2.699660063,4.102729797,16.54633746,224.8485585,31.669673,1675.281844,-1.93580997,833059.2433,813752.1699,1.93580997
2,3,72,30.15430069,25.58855057,272.4899902,7116,1.06633997,2.152529955,467.8063674,579.6562709,1553.893724,915.3230519,-9.359999657,801694.0524,809504.0036,9.359999657
3,1,122,30.34399986,31.41280746,187.4309998,7486,0.727375984,1.798349977,172.9603543,307.7635963,5659.805398,4370.711493,-3.800349951,816484.6495,806173.4436,3.800349951
2,1,85,29.43810081,47.06617737,63.43489838,6461,0.690778017,1.83494997,290.4422341,1569.151202,4345.430981,596.0715156,-5.842239857,855540.8656,826847.6902,5.842239857
1,2,102,18.21389961,27.31574249,175.6009979,8034,2.982800007,5.205890179,1695.653767,2852.938306,6720.191727,4735.223087,-5.417369843,847558.2384,804909.0761,5.417369843
3,3,30,21.1072998,59.7865181,101.3099976,4786,0.657554984,2.561320066,21.62897439,149.4725613,5962.293566,49.51169494,-2.106280088,819124.7987,818533.3755,2.106280088
3,3,174,34.10430145,25.55786705,243.4349976,7151,1.219589949,1.999289989,24.5812713,389.5982843,1250.479759,1310.163035,-4.35007,840283.1075,822302.3838,4.35007
2,3,78,17.06609917,15.96151161,99.46230316,7149,1.814800024,4.176660061,134.6910336,857.7370068,1788.255644,564.9233034,-5.19287014,813998.7304,828529.6432,5.19287014
2,3,32,10.11849976,42.2804718,45,7837,0.579191983,4.025979996,105.7624675,504.3335469,1287.839955,452.1164831,-5.746679783,802657.1377,806858.165,5.746679783
2,3,53,7.333230019,56.11439133,191.3099976,7386,1.004289985,5.104949951,0.174781208,1236.94157,1018.190948,3216.711033,-3.981930017,840259.1925,808372.7458,3.981930017
2,3,59,5.764379978,31.58636665,270,7231,1.714190006,6.300479889,20.45194892,62.74600019,1411.34901,1166.353144,-3.74567008,828563.5148,833711.908,3.74567008
1,3,86,35.51990128,34.86963272,278.1300049,5512,1.272310019,1.946570039,11.32842336,35.8988771,21.87102727,1521.333947,-4.843400002,820432.6939,824430.2003,4.843400002
3,3,331,29.43639946,12.13290787,243.4349976,6972,2.135900021,3.280200005,68.16374808,220.8413959,9.173995064,1612.12903,-2.492549896,832987.8057,813593.4196,2.492549896
2,3,62,28.21339989,29.11460876,48.81409836,7011,0.640170991,1.885560036,45.24147242,778.2120998,3183.493871,820.6743036,-9.982509613,825025.2629,838238.548,9.982509613
2,3,126,10.87880039,22.07948685,113.1989975,6959,3.515500069,6.814080238,206.1060896,1530.419563,5554.468429,158.1389102,-7.143630028,850667.0561,839514.156,7.143630028
3,3,337,35.81930161,21.99749374,306.4689941,4255,0.936766028,1.588960052,82.69579158,275.5090603,429.3964189,1295.057504,-5.08258009,818515.125,828899.7172,5.08258009
2,3,132,15.93459988,11.20147896,225,7359,0.00938721,2.516340017,418.7072743,378.627355,4266.621366,1066.47969,-6.952640057,848307.1714,811731.2263,6.952640057
2,3,59,29.96500015,65.55081177,203.1990051,5283,1.058719993,2.160150051,8.703573401,961.684953,702.2251356,2362.416522,-6.482550144,839149.6347,808610.2409,6.482550144
2,1,280,4.562479973,30.52490425,251.5650024,7309,-0.918806016,4.137680054,30.03741373,3.647424901,214.3305961,1588.90431,-5.536250114,828844.9175,828505.827,5.536250114
2,3,192,24.89080048,14.42184353,135,5900,3.790810108,5.326590061,246.3623239,78.62288726,2091.032898,1315.184709,-7.118330002,826306.442,835107.847,7.118330002
2,3,162,24.29500008,24.11112595,296.5650024,7243,3.116650105,4.707399845,135.0823133,80.7156935,6472.24589,574.3485959,-2.510349989,831330.4985,838132.0232,2.510349989
3,1,89,10.87880039,42.78915405,66.80139923,6786,1.058760047,4.357339859,24.84232198,180.5876797,4447.187773,971.3355024,-2.551879883,822940.1597,820192.7882,2.551879883
3,3,107,15.9357996,18.84279633,135,7797,2.92098999,5.427780151,102.2644289,194.296159,5552.579577,4158.933677,-3.495150089,816901.6337,806584.0777,3.495150089
2,3,375,39.62080002,45.32199478,127.5690002,6061,1.420560002,1.798320055,133.8704083,246.0758554,2791.62441,214.947132,-7.814290047,813290.9686,827193.4947,7.814290047
2,2,37,14.5649004,20.27454948,60.94540024,7470,2.112349987,4.807829857,10.96696342,554.6711553,6152.555811,1885.010722,-4.744850159,834578.8179,842223.6523,4.744850159
1,1,91,0.000001,4.172338009,-1,3732,1,2.2,18.5682499,129.145034,646.412138,806.9512045,-7.52368021,836404.4311,822793.0802,7.52368021
2,3,26,21.51339912,46.32370758,219.8059998,7618,2.06479001,3.926680088,639.8093755,735.4681938,1789.954662,1068.968464,-5.42054987,801601.4481,809765.9416,5.42054987
1,3,72,7.332149982,12.26594162,281.3099976,4325,1.514969945,5.61593008,2.697705571,360.9300911,95.77442214,1032.313605,-6.750840187,838548.5001,809827.3267,6.750840187
2,2,213,47.40980148,73.08252716,183.9909973,6830,1.693660021,1.525220037,174.4334265,235.27568,5811.780193,76.81573368,-2.349999905,819366.0992,816243.1376,2.349999905
2,2,107,20.17560005,18.26608086,105.9449997,7132,2.805480003,4.80783987,66.40341953,127.8668113,7134.034441,7003.506267,-4.527659893,845230.9804,803095.341,4.527659893
3,3,226,12.08769989,77.12202454,225,7570,1.45468998,4.536779881,50.26964609,546.9082275,1599.186245,4492.580453,-7.972780228,843591.2463,808383.7286,7.972780228
2,3,46,25.14669991,3.028072596,143.7460022,5924,0.50662601,2.019099951,175.0291447,372.5962323,358.8441735,1736.414506,-5.341080189,824078.8183,832797.1093,5.341080189
3,3,66,26.60700035,45.5941658,40.91439819,8087,0.918120027,2.300760031,300.6341789,2527.7374,7795.502222,2345.940281,-2.66546011,822545.7454,811652.6138,2.66546011
3,1,64,27.0673008,68.00191498,122.9049988,2882,0.591489017,1.934239984,3.573372027,246.0742334,153.755848,89.66269661,-2.51887989,842122.2047,813817.0003,2.51887989
1,1,85,28.53009987,7.928863049,201.8009949,7920,0.999961972,2.218909979,251.5685184,341.1112391,5658.167532,4385.653859,-3.188129902,816406.3327,806128.9935,3.188129902
3,3,104,30.15530014,32.14611435,145.6199951,7349,0.719807982,1.805920005,150.0796768,798.2683958,3509.52728,1321.361057,-6.452740192,823202.0977,821186.5652,6.452740192
3,3,126,28.57920074,16.9844799,166.6069946,6541,2.388299942,3.603169918,201.283096,504.0267691,5147.01517,2288.723089,-3.399509907,819421.8161,809796.0006,3.399509907
3,3,68,23.82099915,15.98951435,120.9639969,7932,0.445262998,2.080470085,20.47750331,2745.240341,4756.647682,496.3373291,-3.195310116,834147.253,807479.0816,3.195310116
2,2,231,34.72050095,52.27907944,349.5090027,7360,1.242660046,1.976220012,113.3021575,71.30317894,1.347868408,48.87285011,-1.96081996,807058.8481,812710.1738,1.96081996
2,3,124,24.09550095,35.78479004,253.6100006,4147,1.556789994,3.166160107,18.14985003,459.9862233,5423.962595,546.9906932,-2.523610115,810512.8381,827173.6509,2.523610115
2,1,94,35.41939926,4.415166378,207.473999,8005,0.922024012,1.603700042,248.6920861,26.27829029,3447.249647,611.0549309,-5.246039867,834808.4163,836910.0815,5.246039867
2,3,62,28.52700043,13.45339394,248.1990051,6832,0.999831975,2.219039917,87.35007603,337.1031116,6886.708403,574.0619664,-5.891449928,848811.3889,818285.2861,5.891449928
3,3,131,7.33217001,64.84444427,348.6900024,4843,0.945255995,5.046209812,122.3982721,39.65122514,4618.145702,493.9942911,-3.498739958,811227.2145,829191.1028,3.498739958
3,3,54,26.78280067,40.98331833,36.86989975,6822,0.579192996,1.946539998,207.5072138,393.3783039,468.9063406,392.8263194,-6.037010193,819268.5249,826123.537,6.037010193
2,3,24,19.36599922,41.64712143,158.9620056,7704,0.217285007,2.30843997,57.54655077,41.98259451,4166.229472,675.2617625,-2.53173995,822482.9588,820445.2012,2.53173995
1,1,79,24.89119911,49.14830017,337.6199951,7713,0.841561973,2.377310038,20.71314812,51.22567526,39.12617777,1601.227592,-3.033570051,844296.79,826378.0963,3.033570051
2,3,63,30.47999954,12.36802387,239.0359955,6642,1.079390049,2.139489889,659.5220586,780.1292895,1850.66262,1099.410894,-6.623050213,801638.4898,809919.4003,6.623050213
3,3,347,10.1171999,9.377333641,98.13009644,6728,-0.114082001,3.33295989,30.52761127,18.87317054,161.5255998,1794.301663,-2.789890051,829476.6821,828819.0489,2.789890051
2,3,16,12.24890041,23.18402481,324.4620056,7978,-0.26452899,2.790260077,138.873155,510.2828083,5652.058466,984.2965803,-3.467780113,815004.1491,834529.0823,3.467780113
2,3,175,24.95590019,55.03468704,192.529007,6409,0.844516993,2.374360085,328.2328287,531.5431188,2759.204362,140.4809611,-8.823390007,813317.427,826664.327,8.823390007
3,3,146,8.370869637,39.36066437,239.0359955,6863,-0.306881011,3.525759935,88.3634298,222.4399028,3641.525406,1056.201732,-6.593430042,822640.1216,820975.4272,6.593430042
2,2,31,32.31169891,73.48252869,61.38949966,3368,2.537590027,3.453870058,0.466529506,343.3178822,2595.941311,562.5475333,-4.369229794,831872.5186,816264.2062,4.369229794
1,3,50,15.57520008,61.41015625,5.194429874,5356,0.331959009,2.886919975,11.15379916,782.0545424,2131.895021,1012.85691,0.160585999,839953.3895,821476.8362,-0.160585999
1,1,46,28.16180038,4.014958858,171.8699951,7790,0.984578013,2.234299898,128.6673121,118.6674254,81.04645713,2041.730449,-2.575649977,843531.8882,812180.6156,2.575649977
3,3,295,31.93330002,24.38994598,201.3710022,6518,1.136630058,2.082240105,100.5322573,94.68097654,616.7633503,1105.981038,-6.539879799,818105.5206,828598.4319,6.539879799
3,3,88,21.10910034,51.05491638,258.6900024,6324,1.350800037,3.254369974,1038.06255,825.9174552,3939.041799,2274.125324,-7.677080154,849519.519,823697.3431,7.677080154
3,1,84,36.97539902,65.91732788,129.5599976,7904,0.979017019,1.546710014,400.6479647,3458.038924,8912.007699,1253.947815,-3.00225997,823596.3462,813596.582,3.00225997
3,2,349,26.78129959,20.0436058,270,6515,0.925701976,2.293169975,16.1978376,58.88320379,23.0740733,871.4295761,-6.58370018,805979.3459,813034.0244,6.58370018
3,2,119,30.70969963,22.43737793,192.2649994,7174,0.741964996,1.783759952,165.8334776,489.7650335,7386.54743,6531.774554,-4.60340023,844703.255,802687.1542,4.60340023
2,2,9,4.563210011,61.21304703,251.5650024,2774,1,2.2,1.330457605,467.4636016,1351.462793,404.7267129,-6.757120132,839845.3948,827696.1933,6.757120132
2,3,61,27.78610039,38.44173813,106.6989975,7688,0.968748987,2.250129938,53.22817646,204.3273776,938.9840994,160.5052317,-5.462930202,839683.2766,829953.5233,5.462930202
3,3,17,10.87899971,8.617275238,113.1989975,2962,-0.0398321,3.258709908,7.955949052,315.0596941,886.3036951,119.452441,-4.598740101,845544.1364,830971.3479,4.598740101
2,2,73,5.764120102,63.46429443,0.000001,6876,-0.683755994,3.902630091,17.38380572,969.3778673,1667.259384,798.8086674,-3.385080099,839756.0882,831167.9142,3.385080099
2,3,89,20.77490044,26.87799644,176.1860046,5494,0.640178025,2.578700066,573.570029,4497.680544,9904.583206,3194.759603,-7.009469986,855628.1783,819404.9462,7.009469986
1,1,124,20.43729973,52.78019333,118.3010025,6998,0.622291982,2.596580029,47.75131598,2078.387042,1813.720348,3602.755969,-5.055920124,840148.6229,807501.6456,5.055920124
1,3,105,20.00090027,42.55687714,213.6900024,7737,0.598806024,2.620069981,217.6559534,188.6308229,3947.525696,557.5651857,-6.500160217,816437.6096,816689.2946,6.500160217
2,3,48,22.14139938,30.79903984,240.2550049,7685,2.319689989,4.118070126,606.4635517,679.9226907,1701.866985,1017.809758,-4.530749798,801617.3231,809646.8789,4.530749798
3,3,70,22.59939957,34.15378952,194.0359955,7714,0.732963026,2.485909939,93.55574521,17.85746616,5176.157396,332.8303177,-5.976830006,829956.5567,837244.9743,5.976830006
2,3,328,28.58270073,36.81009674,166.6069946,6053,0.655574024,1.87014997,237.2788682,551.3965306,3140.271197,628.6462405,-6.343009949,812880.8636,827253.0261,6.343009949
2,3,65,28.63059998,24.81400108,236.3099976,7216,1.004140019,2.214740038,405.3955809,539.0658752,1499.383429,913.605762,-4.069719791,801688.7607,809400.8159,4.069719791
2,3,248,24.56159973,9.737758636,276.3399963,3628,0.479849011,2.045880079,149.1841892,281.5467793,1303.609722,1031.660641,-5.860219955,817412.2204,829295.3592,5.860219955
2,3,136,26.37509918,39.29793167,255.2559967,7619,1.601130009,3.004040003,86.46771584,7.479309232,5265.820999,209.6103487,-7.84416008,830270.9106,837245.2007,7.84416008
2,3,138,35.41619873,25.51933861,152.526001,6928,1.268479943,1.950399995,74.1854667,358.7921714,298.6971495,512.4085702,-5.064780235,838045.6096,811373.8333,5.064780235
3,3,25,6.439720154,27.32762909,206.5650024,7650,0.121067002,4.484099865,73.45077623,101.4898592,9828.036816,631.8835212,-4.442510128,834391.9942,846386.5525,4.442510128
2,3,180,33.23310089,14.85769081,195.6419983,7342,1.186630011,2.032239914,358.892557,586.0552835,2297.008244,841.3990731,-2.031759977,826978.0249,834946.0652,2.031759977
3,3,84,20.43449974,37.76742554,61.69919968,7560,0.622142971,2.596729994,75.0417947,167.0482731,5992.195077,346.3041663,-2.534610033,818822.1147,818588.409,2.534610033
1,1,137,32.87860107,62.60598373,231.3399963,7884,0.826528013,1.699200034,110.2908452,363.5766523,967.5677477,1322.311484,-3.244339943,843782.768,825433.9576,3.244339943
2,1,36,7.333109856,16.41179466,101.3099976,5563,1,2.2,2.79643457,636.1390089,632.1384713,1537.637978,-4.987299919,845308.5566,826627.3889,4.987299919
1,3,134,26.78019905,37.55426025,270,6955,0.925652027,2.293220043,309.8830083,4055.276189,8840.799718,2890.143537,-8.765569687,854215.3005,819939.4056,8.765569687
3,3,14,53.74990082,57.58670807,177.8789978,5643,1.919729948,1.29914999,29.76764698,1348.040367,1115.821428,3299.146074,-5.544360161,840238.7602,808255.5829,5.544360161
2,3,150,37.37440109,28.51873016,187.5950012,7307,0.993481994,1.532250047,9.515451059,259.1843737,6911.692067,118.8521238,-4.541039944,849677.9011,817226.9506,4.541039944
3,3,112,5.764530182,1.95312202,0.000001,6942,-0.683682978,3.902559996,8.264844354,315.8195388,5671.068857,4330.065438,-3.052710056,816740.7667,806323.7272,3.052710056
3,3,38,18.60960007,35.76576614,12.9946003,7789,1.907240033,4.084219933,68.08596414,398.8982975,6600.650762,513.7500705,-2.355010033,819325.8824,817648.6071,2.355010033
3,3,98,37.13159943,43.88803101,53.13010025,6270,0.984685004,1.541039944,7.073047286,3.118700783,22.68293706,796.205393,-10.96259975,805101.9201,808425.7913,10.96259975
2,3,29,23.46920013,12.76731682,234.4620056,4492,0.775126994,2.443749905,22.67152533,506.0054144,4132.172566,732.5802181,-2.580319881,827448.3604,821444.5743,2.580319881
2,2,100,12.87240028,27.49665833,186.3399963,7050,0.133322999,3.08555007,204.9588672,124.8599034,7199.507157,7217.858408,-3.787319899,845485.1722,803113.2898,3.787319899
2,2,533,24.88979912,10.05435658,225,7109,2.440840006,3.976710081,45.66561195,9.272396206,760.0512794,823.4382628,-7.08010006,808518.5837,813472.2943,7.08010006
1,1,39,17.06819916,51.90967941,189.4620056,7627,0.428633988,2.790240049,6.336558885,941.6407729,930.3214667,608.8587979,-5.708109856,845751.3023,825791.7527,5.708109856
3,3,65,24.09429932,35.16353226,163.6100006,2534,0.804692984,2.41418004,37.39338747,765.1007941,8677.409443,262.1403132,-5.897729874,832012.7544,843265.9732,5.897729874
3,3,8,0.000001,33.58484268,-1,4089,1,2.2,21.89774928,644.6093362,710.9771112,447.3715185,-7.332409859,837487.4115,815338.4934,7.332409859
2,3,390,51.60400009,54.03674698,106.2600021,8053,1.842030048,1.376850009,23.5262724,220.0449614,839.7989755,1170.342149,-7.426129818,833408.494,815010.2661,7.426129818
2,3,95,31.28969955,22.29327583,85.23639679,7421,1.111469984,2.107409954,93.79541668,483.7833666,4231.381139,2027.161707,-2.61480999,828891.3286,821706.771,2.61480999
2,3,29,21.75359917,65.18999481,145.3049927,7042,0.690726995,2.528150082,125.3183015,380.4385744,9002.053156,182.8289929,-5.150760174,831625.3074,843318.5582,5.150760174
1,1,51,8.370470047,66.03498077,210.9640045,6660,1.484830022,5.317560196,6.605381409,484.8894043,2114.161792,1373.915259,-3.10984993,846150.264,827969.0496,3.10984993
2,3,61,8.37182045,16.11799622,239.0359955,7836,1,2.2,51.42711627,60.40049825,869.6376736,282.6400195,-7.046350002,840350.8986,827249.186,7.046350002
2,3,110,26.43330002,30.03335953,336.0379944,6602,0.910531998,2.308340073,25.11468696,470.6133535,578.443478,371.0513056,-6.416729927,819056.7409,825877.4837,6.416729927
1,3,186,14.43319988,42.44210815,168.6900024,7921,0.945358992,3.659810066,23.74582566,123.0009774,2044.481091,228.2061936,-3.424259901,831783.243,815566.4085,3.424259901
2,2,216,31.55179977,10.90963459,170.5379944,7739,3.201189995,4.176559925,1720.821031,2164.904284,4901.523527,5672.97953,-5.917059898,843781.0753,805038.3216,5.917059898
2,3,352,16.8484993,34.99446106,180,7565,0.068318501,2.457410097,19.1988484,126.2083135,40.02833707,1787.512157,-2.099370003,833035.4308,813891.0764,2.099370003
2,1,169,21.10820007,12.36816216,101.3099976,5841,0.657602012,2.561269999,58.42337895,457.82801,3545.512182,1317.41072,-3.209130049,822873.4846,821092.9025,3.209130049
2,3,127,32.5542984,14.51693535,108.4349976,5057,1.853800058,2.751369953,30.5221742,191.766168,3971.728304,287.0094518,-4.206069946,811961.4347,829521.8327,4.206069946
1,3,132,36.34609985,26.82256508,210.9640045,7527,0.956084013,1.569650054,124.8513875,265.5863959,4001.715158,497.2044366,-6.337800026,816381.3855,816788.5135,6.337800026
2,3,39,0.000001,0.000001,-1,2196,1,2.2,18.49492151,152.0024407,0.434153782,485.0781,-3.482769966,833599.7886,812634.9096,3.482769966
2,3,176,31.55010033,7.136395454,189.4620056,5364,0.77511102,1.750620008,32.62950906,1179.011407,1316.810227,998.3318208,-8.3979702,834259.2838,810939.4042,8.3979702
2,3,41,14.16489983,24.92207909,306.8699951,7276,0.232648,2.986229897,66.51312541,680.3198332,4889.44867,2065.696054,-13.09829998,845664.0912,818115.5055,13.09829998
2,1,72,2.04411006,8.488741875,45,1740,2.014270067,8.67994976,11.74422058,355.0675001,1545.251746,531.2135554,-6.86605978,833659.188,815907.7287,6.86605978
2,2,104,40.80270004,35.14172363,74.74490356,6869,1.46239996,1.756479979,47.2498394,130.4944563,6196.577942,1032.541763,-2.120239973,820109.0507,815635.6531,2.120239973
3,2,222,36.6004982,38.83478546,80.21759796,8171,2.005089998,2.600080013,15.45658452,26.74588331,651.1475302,1364.188928,-4.388050079,833698.2134,814958.6723,4.388050079
2,3,106,36.05310059,27.73854828,56.30989838,6684,1.29192996,1.926949978,87.21039698,346.4519969,4694.616882,726.5855592,-8.965049744,854400.5059,824868.4896,8.965049744
2,2,367,24.09379959,8.780637741,253.6100006,6373,0.804669976,2.414210081,21.44370617,220.0284961,23.34082903,664.3728189,-5.990799904,805953.9459,813260.5082,5.990799904
2,3,19,44.15409851,31.32759857,27.89730072,5743,1.233330011,1.292389989,6.872895733,817.0107626,717.2389925,516.4105739,-6.479420185,842619.1703,815155.081,6.479420185
3,1,18,11.41469955,11.73761463,90,0,-0.337108999,2.862839937,38.82503107,625.6168431,1493.854294,1647.999554,-9.714039803,838424.4526,835139.2404,9.714039803
3,3,71,35.85380173,49.4352684,12.0948,6836,1.284610033,1.934270024,33.02993721,395.1562538,1654.605715,106.1896849,-3.362750053,837192.7421,821878.1945,3.362750053
2,3,87,10.3149004,25.50857544,33.69010162,7540,1.861700058,5.269199848,3.840547048,7.929748351,39.2529009,829.1560967,-8.363010406,805086.8388,808458.3351,8.363010406
3,3,282,39.48799896,6.50166893,242.6499939,7205,1.41584003,1.803040028,11.3777069,168.1171528,1427.409799,504.5239796,-2.844029903,831809.0846,814728.4843,2.844029903
3,1,78,56.15390015,73.81489563,66.03749847,7399,1.662430048,0.863294005,106.9464526,198.9700118,1857.65577,640.7472064,-4.938990116,837772.9811,828069.6862,4.938990116
2,3,231,32.30939865,7.866457462,118.6100006,3950,1.15120995,2.067670107,279.6851306,495.9656831,2809.143043,11.159993,-7.968570232,813972.2721,830593.3973,7.968570232
3,3,17,30.8920002,40.16289139,117.6460037,1788,1.095770001,2.123110056,48.52966699,868.537949,4920.888719,581.5991499,-2.70201993,811339.6626,825328.1785,2.70201993
3,3,145,34.43349838,71.03462982,186.3399963,6302,2.330549955,3.08555007,17.60049275,66.96264264,13.37907884,82.52648287,-2.888329983,837206.7204,812793.1508,2.888329983
1,3,421,47.17539978,45.74312973,169.2160034,6715,1.338870049,1.186859965,246.7564512,325.7428706,57.97041038,623.4862905,-7.482359886,807941.9232,812347.9452,7.482359886
3,3,227,52.10760117,76.09375,45,7472,1.513550043,1.012179971,183.6245096,530.048774,5477.578507,394.1265264,-3.514859915,818883.4982,816370.1379,3.514859915
